Date,Account,Debit,Credit
17-11-14,Food Purchases,96,
17-11-14,Food Purchases,172,
17-11-14,Food Purchases,110,
17-11-14,Food Purchases,498,
17-11-14,Food Purchases,201,
17-11-14,Food Purchases,258,
17-11-14,Food Purchases,309,
17-11-14,Food Purchases,124,
17-11-14,Food Purchases,225,
17-11-14,Food Purchases,127,
17-11-14,Food Purchases,57,
17-11-14,Food Purchases,172,
17-11-14,Food Purchases,232,
17-11-14,Food Purchases,242,
17-11-14,Food Purchases,62,
20-11-14,Food Purchases,138,
20-11-14,Food Purchases,295,
20-11-14,Food Purchases,217,
20-11-14,Food Purchases,166,
24-11-14,Food Purchases,226,
24-11-14,Food Purchases,116,
24-11-14,Food Purchases,208,
24-11-14,Food Purchases,229,
24-11-14,Food Purchases,247,
24-11-14,Food Purchases,156,
24-11-14,Food Purchases,90,
25-11-14,Food Purchases,111,
26-11-14,Food Purchases,166,
26-11-14,Food Purchases,88,
26-11-14,Food Purchases,141,
26-11-14,Food Purchases,265,
26-11-14,Food Purchases,123,
26-11-14,Food Purchases,500,
26-11-14,Food Purchases,360,
28-11-14,Food Purchases,169,
28-11-14,Food Purchases,160,
28-11-14,Food Purchases,79,
28-11-14,Food Purchases,38,
28-11-14,Food Purchases,160,
28-11-14,Food Purchases,131,
28-11-14,Food Purchases,155,
28-11-14,Food Purchases,193,
28-11-14,Food Purchases,161,
28-11-14,Food Purchases,80,
28-11-14,Food Purchases,,72
28-11-14,Food Purchases,,109
28-11-14,Food Purchases,,40
02-12-14,Food Purchases,305,
02-12-14,Food Purchases,561,
02-12-14,Food Purchases,62,
02-12-14,Food Purchases,241,
03-12-14,Food Purchases,135,
03-12-14,Food Purchases,196,
03-12-14,Food Purchases,94,
03-12-14,Food Purchases,356,
03-12-14,Food Purchases,325,
03-12-14,Food Purchases,106,
03-12-14,Food Purchases,148,
03-12-14,Food Purchases,229,
03-12-14,Food Purchases,340,
03-12-14,Food Purchases,196,
03-12-14,Food Purchases,184,
04-12-14,Food Purchases,51,
04-12-14,Food Purchases,625,
04-12-14,Food Purchases,62,
04-12-14,Food Purchases,125,
04-12-14,Food Purchases,250,
04-12-14,Food Purchases,158,
04-12-14,Food Purchases,329,
04-12-14,Food Purchases,673,
04-12-14,Food Purchases,211,
09-12-14,Food Purchases,151,
09-12-14,Food Purchases,406,
09-12-14,Food Purchases,216,
09-12-14,Food Purchases,72,
09-12-14,Food Purchases,94,
10-12-14,Food Purchases,62,
10-12-14,Food Purchases,278,
10-12-14,Food Purchases,167,
10-12-14,Food Purchases,177,
11-12-14,Food Purchases,137,
12-12-14,Food Purchases,72,
12-12-14,Food Purchases,200,
12-12-14,Food Purchases,67,
12-12-14,Food Purchases,79,
15-12-14,Food Purchases,343,
15-12-14,Food Purchases,269,
15-12-14,Food Purchases,547,
15-12-14,Food Purchases,126,
15-12-14,Food Purchases,34,
15-12-14,Food Purchases,156,
15-12-14,Food Purchases,191,
15-12-14,Food Purchases,70,
15-12-14,Food Purchases,47,
16-12-14,Food Purchases,145,
16-12-14,Food Purchases,351,
16-12-14,Food Purchases,62,
16-12-14,Food Purchases,310,
16-12-14,Food Purchases,69,
16-12-14,Food Purchases,101,
18-12-14,Food Purchases,98,
18-12-14,Food Purchases,249,
18-12-14,Food Purchases,139,
18-12-14,Food Purchases,126,
18-12-14,Food Purchases,115,
18-12-14,Food Purchases,107,
18-12-14,Food Purchases,180,
18-12-14,Food Purchases,174,
19-12-14,Food Purchases,,51
22-12-14,Food Purchases,58,
22-12-14,Food Purchases,382,
22-12-14,Food Purchases,240,
22-12-14,Food Purchases,344,
22-12-14,Food Purchases,110,
22-12-14,Food Purchases,41,
22-12-14,Food Purchases,208,
22-12-14,Food Purchases,407,
22-12-14,Food Purchases,156,
22-12-14,Food Purchases,374,
22-12-14,Food Purchases,1185,
22-12-14,Food Purchases,336,
22-12-14,Food Purchases,14,
22-12-14,Food Purchases,95,
22-12-14,Food Purchases,62,
22-12-14,Food Purchases,598,
22-12-14,Food Purchases,87,
22-12-14,Food Purchases,,19
22-12-14,Food Purchases,,22
30-12-14,Food Purchases,259,
30-12-14,Food Purchases,39,
30-12-14,Food Purchases,398,
30-12-14,Food Purchases,147,
31-12-14,Food Purchases,1076,
31-12-14,Food Purchases,51,
31-12-14,Food Purchases,,20000
01-01-15,Food Purchases,194,
01-01-15,Food Purchases,130,
01-01-15,Food Purchases,317,
01-01-15,Food Purchases,115,
08-01-15,Food Purchases,25,
08-01-15,Food Purchases,182,
08-01-15,Food Purchases,441,
08-01-15,Food Purchases,25,
08-01-15,Food Purchases,113,
08-01-15,Food Purchases,62,
08-01-15,Food Purchases,364,
08-01-15,Food Purchases,389,
13-01-15,Food Purchases,140,
13-01-15,Food Purchases,191,
13-01-15,Food Purchases,71,
13-01-15,Food Purchases,49,
13-01-15,Food Purchases,126,
13-01-15,Food Purchases,151,
13-01-15,Food Purchases,164,
13-01-15,Food Purchases,1001,
13-01-15,Food Purchases,249,
13-01-15,Food Purchases,185,
13-01-15,Food Purchases,211,
13-01-15,Food Purchases,47,
13-01-15,Food Purchases,101,
13-01-15,Food Purchases,124,
13-01-15,Food Purchases,95,
13-01-15,Food Purchases,148,
13-01-15,Food Purchases,115,
15-01-15,Food Purchases,,47
16-01-15,Food Purchases,178,
16-01-15,Food Purchases,136,
16-01-15,Food Purchases,101,
16-01-15,Food Purchases,62,
16-01-15,Food Purchases,243,
16-01-15,Food Purchases,46,
16-01-15,Food Purchases,467,
17-01-15,Food Purchases,182,
17-01-15,Food Purchases,184,
17-01-15,Food Purchases,224,
17-01-15,Food Purchases,128,
17-01-15,Food Purchases,146,
17-01-15,Food Purchases,364,
17-01-15,Food Purchases,125,
19-01-15,Food Purchases,,39
20-01-15,Food Purchases,208,
20-01-15,Food Purchases,398,
20-01-15,Food Purchases,226,
20-01-15,Food Purchases,132,
20-01-15,Food Purchases,166,
22-01-15,Food Purchases,210,
22-01-15,Food Purchases,258,
22-01-15,Food Purchases,62,
22-01-15,Food Purchases,149,
22-01-15,Food Purchases,129,
22-01-15,Food Purchases,166,
22-01-15,Food Purchases,134,
22-01-15,Food Purchases,132,
22-01-15,Food Purchases,39,
25-01-15,Food Purchases,247,
25-01-15,Food Purchases,123,
25-01-15,Food Purchases,210,
25-01-15,Food Purchases,416,
25-01-15,Food Purchases,116,
25-01-15,Food Purchases,81,
25-01-15,Food Purchases,106,
27-01-15,Food Purchases,306,
27-01-15,Food Purchases,146,
27-01-15,Food Purchases,120,
27-01-15,Food Purchases,48,
28-01-15,Food Purchases,98,
29-01-15,Food Purchases,115,
29-01-15,Food Purchases,230,
29-01-15,Food Purchases,133,
29-01-15,Food Purchases,62,
31-01-15,Food Purchases,,22
31-01-15,Food Purchases,,140
31-01-15,Food Purchases,185,
31-01-15,Food Purchases,160,
31-01-15,Food Purchases,31,
31-01-15,Food Purchases,354,
31-01-15,Food Purchases,60,
31-01-15,Food Purchases,125,
31-01-15,Food Purchases,7,
05-02-15,Food Purchases,235,
05-02-15,Food Purchases,426,
05-02-15,Food Purchases,127,
05-02-15,Food Purchases,197,
05-02-15,Food Purchases,186,
05-02-15,Food Purchases,230,
05-02-15,Food Purchases,62,
05-02-15,Food Purchases,673,
05-02-15,Food Purchases,265,
05-02-15,Food Purchases,156,
05-02-15,Food Purchases,240,
05-02-15,Food Purchases,18,
05-02-15,Food Purchases,119,
05-02-15,Food Purchases,234,
05-02-15,Food Purchases,43,
05-02-15,Food Purchases,230,
05-02-15,Food Purchases,92,
05-02-15,Food Purchases,218,
05-02-15,Food Purchases,291,
05-02-15,Food Purchases,210,
05-02-15,Food Purchases,243,
05-02-15,Food Purchases,311,
05-02-15,Food Purchases,411,
12-02-15,Food Purchases,48,
12-02-15,Food Purchases,362,
17-02-15,Food Purchases,151,
17-02-15,Food Purchases,144,
17-02-15,Food Purchases,446,
17-02-15,Food Purchases,182,
17-02-15,Food Purchases,112,
17-02-15,Food Purchases,157,
17-02-15,Food Purchases,482,
17-02-15,Food Purchases,627,
17-02-15,Food Purchases,723,
18-02-15,Food Purchases,207,
18-02-15,Food Purchases,62,
18-02-15,Food Purchases,166,
19-02-15,Food Purchases,234,
19-02-15,Food Purchases,195,
19-02-15,Food Purchases,444,
19-02-15,Food Purchases,72,
19-02-15,Food Purchases,127,
20-02-15,Food Purchases,86,
20-02-15,Food Purchases,110,
21-02-15,Food Purchases,152,
23-02-15,Food Purchases,357,
23-02-15,Food Purchases,142,
23-02-15,Food Purchases,109,
23-02-15,Food Purchases,216,
23-02-15,Food Purchases,300,
23-02-15,Food Purchases,215,
23-02-15,Food Purchases,106,
23-02-15,Food Purchases,90,
25-02-15,Food Purchases,58,
25-02-15,Food Purchases,12,
27-02-15,Food Purchases,33,
27-02-15,Food Purchases,245,
27-02-15,Food Purchases,61,
27-02-15,Food Purchases,197,
27-02-15,Food Purchases,93,
27-02-15,Food Purchases,104,
27-02-15,Food Purchases,162,
27-02-15,Food Purchases,150,
27-02-15,Food Purchases,72,
27-02-15,Food Purchases,170,
27-02-15,Food Purchases,125,
28-02-15,Food Purchases,195,
03-03-15,Food Purchases,173,
03-03-15,Food Purchases,481,
03-03-15,Food Purchases,230,
04-03-15,Food Purchases,312,
04-03-15,Food Purchases,332,
04-03-15,Food Purchases,181,
06-03-15,Food Purchases,115,
06-03-15,Food Purchases,106,
06-03-15,Food Purchases,156,
06-03-15,Food Purchases,39,
06-03-15,Food Purchases,156,
06-03-15,Food Purchases,132,
06-03-15,Food Purchases,101,
09-03-15,Food Purchases,176,
09-03-15,Food Purchases,173,
09-03-15,Food Purchases,77,
09-03-15,Food Purchases,253,
09-03-15,Food Purchases,141,
10-03-15,Food Purchases,233,
10-03-15,Food Purchases,134,
10-03-15,Food Purchases,72,
10-03-15,Food Purchases,244,
11-03-15,Food Purchases,14,
11-03-15,Food Purchases,74,
13-03-15,Food Purchases,234,
13-03-15,Food Purchases,731,
13-03-15,Food Purchases,164,
13-03-15,Food Purchases,170,
13-03-15,Food Purchases,117,
13-03-15,Food Purchases,270,
13-03-15,Food Purchases,210,
13-03-15,Food Purchases,75,
15-03-15,Food Purchases,190,
15-03-15,Food Purchases,132,
15-03-15,Food Purchases,70,
15-03-15,Food Purchases,48,
15-03-15,Food Purchases,130,
27-03-15,Food Purchases,79,
27-03-15,Food Purchases,131,
27-03-15,Food Purchases,285,
27-03-15,Food Purchases,122,
27-03-15,Food Purchases,189,
27-03-15,Food Purchases,227,
27-03-15,Food Purchases,251,
27-03-15,Food Purchases,51,
27-03-15,Food Purchases,209,
27-03-15,Food Purchases,258,
27-03-15,Food Purchases,230,
27-03-15,Food Purchases,28,
27-03-15,Food Purchases,136,
27-03-15,Food Purchases,142,
27-03-15,Food Purchases,82,
27-03-15,Food Purchases,230,
27-03-15,Food Purchases,223,
27-03-15,Food Purchases,241,
27-03-15,Food Purchases,134,
27-03-15,Food Purchases,553,
27-03-15,Food Purchases,34,
27-03-15,Food Purchases,97,
27-03-15,Food Purchases,285,
27-03-15,Food Purchases,65,
27-03-15,Food Purchases,341,
27-03-15,Food Purchases,150,
27-03-15,Food Purchases,,
27-03-15,Food Purchases,36,
30-03-15,Food Purchases,296,
30-03-15,Food Purchases,325,
30-03-15,Food Purchases,144,
30-03-15,Food Purchases,61,
30-03-15,Food Purchases,138,
30-03-15,Food Purchases,156,
31-03-15,Food Purchases,115,
31-03-15,Food Purchases,157,
31-03-15,Food Purchases,246,
31-03-15,Food Purchases,43,
02-04-15,Food Purchases,125,
02-04-15,Food Purchases,177,
02-04-15,Food Purchases,517,
02-04-15,Food Purchases,164,
02-04-15,Food Purchases,,95
02-04-15,Food Purchases,916,
02-04-15,Food Purchases,280,
02-04-15,Food Purchases,362,
02-04-15,Food Purchases,285,
07-04-15,Food Purchases,169,
07-04-15,Food Purchases,145,
07-04-15,Food Purchases,97,
07-04-15,Food Purchases,133,
08-04-15,Food Purchases,165,
08-04-15,Food Purchases,104,
08-04-15,Food Purchases,108,
08-04-15,Food Purchases,245,
08-04-15,Food Purchases,77,
08-04-15,Food Purchases,87,
13-04-15,Food Purchases,265,
13-04-15,Food Purchases,97,
13-04-15,Food Purchases,664,
13-04-15,Food Purchases,230,
13-04-15,Food Purchases,346,
14-04-15,Food Purchases,282,
14-04-15,Food Purchases,219,
17-04-15,Food Purchases,29,
17-04-15,Food Purchases,79,
17-04-15,Food Purchases,130,
17-04-15,Food Purchases,52,
17-04-15,Food Purchases,270,
17-04-15,Food Purchases,202,
17-04-15,Food Purchases,368,
17-04-15,Food Purchases,685,
17-04-15,Food Purchases,192,
17-04-15,Food Purchases,153,
17-04-15,Food Purchases,59,
21-04-15,Food Purchases,129,
21-04-15,Food Purchases,193,
21-04-15,Food Purchases,116,
21-04-15,Food Purchases,184,
21-04-15,Food Purchases,99,
24-04-15,Food Purchases,145,
24-04-15,Food Purchases,67,
24-04-15,Food Purchases,261,
24-04-15,Food Purchases,335,
24-04-15,Food Purchases,699,
24-04-15,Food Purchases,129,
24-04-15,Food Purchases,173,
24-04-15,Food Purchases,222,
24-04-15,Food Purchases,157,
24-04-15,Food Purchases,178,
24-04-15,Food Purchases,300,
24-04-15,Food Purchases,361,
29-04-15,Food Purchases,226,
29-04-15,Food Purchases,141,
29-04-15,Food Purchases,48,
29-04-15,Food Purchases,76,
29-04-15,Food Purchases,105,
29-04-15,Food Purchases,11,
30-04-15,Food Purchases,112,
30-04-15,Food Purchases,132,
30-04-15,Food Purchases,157,
30-04-15,Food Purchases,120,
30-04-15,Food Purchases,119,
30-04-15,Food Purchases,,5
04-05-15,Food Purchases,146,
04-05-15,Food Purchases,338,
04-05-15,Food Purchases,243,
04-05-15,Food Purchases,275,
04-05-15,Food Purchases,330,
04-05-15,Food Purchases,823,
04-05-15,Food Purchases,303,
06-05-15,Food Purchases,286,
06-05-15,Food Purchases,24,
06-05-15,Food Purchases,164,
08-05-15,Food Purchases,106,
08-05-15,Food Purchases,124,
08-05-15,Food Purchases,306,
08-05-15,Food Purchases,86,
08-05-15,Food Purchases,164,
08-05-15,Food Purchases,101,
08-05-15,Food Purchases,347,
08-05-15,Food Purchases,271,
08-05-15,Food Purchases,247,
11-05-15,Food Purchases,266,
11-05-15,Food Purchases,156,
11-05-15,Food Purchases,355,
11-05-15,Food Purchases,123,
11-05-15,Food Purchases,174,
11-05-15,Food Purchases,141,
11-05-15,Food Purchases,515,
11-05-15,Food Purchases,,141
11-05-15,Food Purchases,554,
11-05-15,Food Purchases,272,
11-05-15,Food Purchases,513,
11-05-15,Food Purchases,390,
11-05-15,Food Purchases,116,
11-05-15,Food Purchases,196,
11-05-15,Food Purchases,225,
13-05-15,Food Purchases,549,
13-05-15,Food Purchases,128,
13-05-15,Food Purchases,216,
13-05-15,Food Purchases,207,
15-05-15,Food Purchases,382,
15-05-15,Food Purchases,146,
15-05-15,Food Purchases,145,
15-05-15,Food Purchases,197,
15-05-15,Food Purchases,230,
15-05-15,Food Purchases,73,
19-05-15,Food Purchases,311,
19-05-15,Food Purchases,573,
19-05-15,Food Purchases,350,
19-05-15,Food Purchases,230,
19-05-15,Food Purchases,143,
19-05-15,Food Purchases,208,
19-05-15,Food Purchases,267,
19-05-15,Food Purchases,359,
19-05-15,Food Purchases,168,
22-05-15,Food Purchases,515,
22-05-15,Food Purchases,198,
22-05-15,Food Purchases,,41
22-05-15,Food Purchases,219,
22-05-15,Food Purchases,237,
22-05-15,Food Purchases,324,
22-05-15,Food Purchases,370,
22-05-15,Food Purchases,162,
22-05-15,Food Purchases,188,
22-05-15,Food Purchases,186,
22-05-15,Food Purchases,302,
22-05-15,Food Purchases,210,
22-05-15,Food Purchases,54,
22-05-15,Food Purchases,33,
22-05-15,Food Purchases,38,
25-05-15,Food Purchases,350,
25-05-15,Food Purchases,265,
25-05-15,Food Purchases,72,
25-05-15,Food Purchases,120,
25-05-15,Food Purchases,138,
25-05-15,Food Purchases,128,
25-05-15,Food Purchases,234,
25-05-15,Food Purchases,338,
26-05-15,Food Purchases,46,
26-05-15,Food Purchases,532,
26-05-15,Food Purchases,248,
28-05-15,Food Purchases,238,
28-05-15,Food Purchases,136,
28-05-15,Food Purchases,93,
28-05-15,Food Purchases,166,
28-05-15,Food Purchases,211,
28-05-15,Food Purchases,137,
28-05-15,Food Purchases,33,
28-05-15,Food Purchases,22,
28-05-15,Food Purchases,18,
28-05-15,Food Purchases,328,
28-05-15,Food Purchases,43,
28-05-15,Food Purchases,89,
28-05-15,Food Purchases,69,
28-05-15,Food Purchases,119,
28-05-15,Food Purchases,45,
28-05-15,Food Purchases,,26
28-05-15,Food Purchases,,60
29-05-15,Food Purchases,230,
29-05-15,Food Purchases,472,
29-05-15,Food Purchases,171,
01-06-15,Food Purchases,476,
02-06-15,Food Purchases,215,
02-06-15,Food Purchases,192,
03-06-15,Food Purchases,45,
04-06-15,Food Purchases,132,
04-06-15,Food Purchases,126,
04-06-15,Food Purchases,71,
04-06-15,Food Purchases,270,
04-06-15,Food Purchases,618,
04-06-15,Food Purchases,165,
08-06-15,Food Purchases,538,
08-06-15,Food Purchases,223,
08-06-15,Food Purchases,258,
08-06-15,Food Purchases,236,
08-06-15,Food Purchases,250,
08-06-15,Food Purchases,137,
08-06-15,Food Purchases,234,
08-06-15,Food Purchases,222,
08-06-15,Food Purchases,181,
08-06-15,Food Purchases,166,
08-06-15,Food Purchases,256,
09-06-15,Food Purchases,238,
09-06-15,Food Purchases,242,
09-06-15,Food Purchases,344,
09-06-15,Food Purchases,78,
11-06-15,Food Purchases,207,
11-06-15,Food Purchases,313,
11-06-15,Food Purchases,64,
11-06-15,Food Purchases,221,
11-06-15,Food Purchases,91,
11-06-15,Food Purchases,185,
11-06-15,Food Purchases,120,
11-06-15,Food Purchases,15,
11-06-15,Food Purchases,50,
15-06-15,Food Purchases,59,
15-06-15,Food Purchases,181,
15-06-15,Food Purchases,144,
15-06-15,Food Purchases,528,
15-06-15,Food Purchases,139,
15-06-15,Food Purchases,46,
15-06-15,Food Purchases,307,
15-06-15,Food Purchases,341,
15-06-15,Food Purchases,184,
15-06-15,Food Purchases,259,
16-06-15,Food Purchases,375,
17-06-15,Food Purchases,282,
17-06-15,Food Purchases,254,
17-06-15,Food Purchases,280,
17-06-15,Food Purchases,268,
17-06-15,Food Purchases,121,
17-06-15,Food Purchases,238,
17-06-15,Food Purchases,152,
19-06-15,Food Purchases,106,
19-06-15,Food Purchases,115,
19-06-15,Food Purchases,98,
19-06-15,Food Purchases,166,
19-06-15,Food Purchases,367,
19-06-15,Food Purchases,26,
19-06-15,Food Purchases,238,
19-06-15,Food Purchases,160,
19-06-15,Food Purchases,69,
22-06-15,Food Purchases,328,
22-06-15,Food Purchases,232,
22-06-15,Food Purchases,236,
22-06-15,Food Purchases,234,
24-06-15,Food Purchases,112,
24-06-15,Food Purchases,197,
24-06-15,Food Purchases,238,
24-06-15,Food Purchases,201,
24-06-15,Food Purchases,431,
24-06-15,Food Purchases,415,
24-06-15,Food Purchases,234,
24-06-15,Food Purchases,86,
24-06-15,Food Purchases,277,
24-06-15,Food Purchases,273,
24-06-15,Food Purchases,109,
24-06-15,Food Purchases,24,
24-06-15,Food Purchases,302,
24-06-15,Food Purchases,275,
24-06-15,Food Purchases,30,
25-06-15,Food Purchases,211,
25-06-15,Food Purchases,342,
25-06-15,Food Purchases,653,
25-06-15,Food Purchases,,31
25-06-15,Food Purchases,217,
25-06-15,Food Purchases,124,
25-06-15,Food Purchases,55,
25-06-15,Food Purchases,117,
25-06-15,Food Purchases,91,
25-06-15,Food Purchases,54,
25-06-15,Food Purchases,,8
25-06-15,Food Purchases,179,
25-06-15,Food Purchases,269,
25-06-15,Food Purchases,232,
25-06-15,Food Purchases,359,
25-06-15,Food Purchases,119,
25-06-15,Food Purchases,197,
25-06-15,Food Purchases,93,
25-06-15,Food Purchases,142,
25-06-15,Food Purchases,52,
25-06-15,Food Purchases,139,
30-06-15,Food Purchases,153,
30-06-15,Food Purchases,435,
01-07-15,Food Purchases,236,
07-07-15,Food Purchases,79,
10-07-15,Food Purchases,829,
10-07-15,Food Purchases,66,
10-07-15,Food Purchases,238,
10-07-15,Food Purchases,150,
10-07-15,Food Purchases,203,
10-07-15,Food Purchases,440,
10-07-15,Food Purchases,388,
10-07-15,Food Purchases,234,
10-07-15,Food Purchases,256,
10-07-15,Food Purchases,182,
10-07-15,Food Purchases,506,
10-07-15,Food Purchases,,13
10-07-15,Food Purchases,97,
10-07-15,Food Purchases,370,
10-07-15,Food Purchases,231,
10-07-15,Food Purchases,159,
10-07-15,Food Purchases,177,
10-07-15,Food Purchases,144,
10-07-15,Food Purchases,191,
10-07-15,Food Purchases,129,
10-07-15,Food Purchases,420,
10-07-15,Food Purchases,238,
10-07-15,Food Purchases,80,
10-07-15,Food Purchases,263,
10-07-15,Food Purchases,632,
10-07-15,Food Purchases,190,
10-07-15,Food Purchases,63,
10-07-15,Food Purchases,166,
10-07-15,Food Purchases,162,
10-07-15,Food Purchases,673,
10-07-15,Food Purchases,272,
10-07-15,Food Purchases,52,
10-07-15,Food Purchases,331,
14-07-15,Food Purchases,167,
14-07-15,Food Purchases,51,
14-07-15,Food Purchases,218,
14-07-15,Food Purchases,193,
14-07-15,Food Purchases,,37
15-07-15,Food Purchases,56,
15-07-15,Food Purchases,41,
16-07-15,Food Purchases,106,
16-07-15,Food Purchases,336,
17-07-15,Food Purchases,156,
17-07-15,Food Purchases,166,
20-07-15,Food Purchases,238,
20-07-15,Food Purchases,195,
20-07-15,Food Purchases,641,
20-07-15,Food Purchases,37,
20-07-15,Food Purchases,123,
20-07-15,Food Purchases,208,
20-07-15,Food Purchases,278,
20-07-15,Food Purchases,90,
20-07-15,Food Purchases,224,
21-07-15,Food Purchases,161,
21-07-15,Food Purchases,117,
21-07-15,Food Purchases,221,
28-07-15,Food Purchases,172,
28-07-15,Food Purchases,90,
28-07-15,Food Purchases,238,
28-07-15,Food Purchases,91,
28-07-15,Food Purchases,161,
