Date,Account,Debit,Credit
09-06-12,Beer Sales,,195
10-06-12,Beer Sales,,86
10-06-12,Beer Sales,,41
12-06-12,Beer Sales,,127
13-06-12,Beer Sales,,127
14-06-12,Beer Sales,,128
15-06-12,Beer Sales,,255
16-06-12,Beer Sales,,222
17-06-12,Beer Sales,,148
19-06-12,Beer Sales,,67
20-06-12,Beer Sales,,94
21-06-12,Beer Sales,,140
22-06-12,Beer Sales,,180
23-06-12,Beer Sales,,310
24-06-12,Beer Sales,,134
26-06-12,Beer Sales,,74
27-06-12,Beer Sales,,168
28-06-12,Beer Sales,,47
29-06-12,Beer Sales,,166
30-06-12,Beer Sales,,161
01-07-12,Beer Sales,,135
03-07-12,Beer Sales,,47
04-07-12,Beer Sales,,234
05-07-12,Beer Sales,,364
06-07-12,Beer Sales,,168
07-07-12,Beer Sales,,114
08-07-12,Beer Sales,,175
10-07-12,Beer Sales,,60
11-07-12,Beer Sales,,301
12-07-12,Beer Sales,,302
13-07-12,Beer Sales,,115
14-07-12,Beer Sales,,290
15-07-12,Beer Sales,,68
17-07-12,Beer Sales,,142
18-07-12,Beer Sales,,95
20-07-12,Beer Sales,,162
20-07-12,Beer Sales,,162
21-07-12,Beer Sales,,189
22-07-12,Beer Sales,,95
24-07-12,Beer Sales,,115
25-07-12,Beer Sales,,114
26-07-12,Beer Sales,,148
27-07-12,Beer Sales,,169
28-07-12,Beer Sales,,121
29-07-12,Beer Sales,,119
31-07-12,Beer Sales,,74
01-08-12,Beer Sales,,67
02-08-12,Beer Sales,,132
03-08-12,Beer Sales,,108
04-08-12,Beer Sales,,221
05-08-12,Beer Sales,,54
08-08-12,Beer Sales,,95
09-08-12,Beer Sales,,182
10-08-12,Beer Sales,,135
10-08-12,Beer Sales,,115
11-08-12,Beer Sales,,189
12-08-12,Beer Sales,,114
14-08-12,Beer Sales,,68
15-08-12,Beer Sales,,202
16-08-12,Beer Sales,,243
17-08-12,Beer Sales,,189
19-08-12,Beer Sales,,128
19-08-12,Beer Sales,,87
21-08-12,Beer Sales,,27
22-08-12,Beer Sales,,222
23-08-12,Beer Sales,,149
24-08-12,Beer Sales,,208
25-08-12,Beer Sales,,140
26-08-12,Beer Sales,,132
28-08-12,Beer Sales,,135
29-08-12,Beer Sales,,175
30-08-12,Beer Sales,,61
31-08-12,Beer Sales,,343
01-09-12,Beer Sales,,40
02-09-12,Beer Sales,,290
04-09-12,Beer Sales,,14
05-09-12,Beer Sales,,100
06-09-12,Beer Sales,,148
07-09-12,Beer Sales,,229
08-09-12,Beer Sales,,256
09-09-12,Beer Sales,,222
10-09-12,Beer Sales,,15
11-09-12,Beer Sales,,115
12-09-12,Beer Sales,,61
13-09-12,Beer Sales,,195
14-09-12,Beer Sales,,122
15-09-12,Beer Sales,,154
16-09-12,Beer Sales,0,
16-09-12,Beer Sales,,128
18-09-12,Beer Sales,,41
19-09-12,Beer Sales,,47
20-09-12,Beer Sales,,34
21-09-12,Beer Sales,,41
22-09-12,Beer Sales,,134
23-09-12,Beer Sales,,34
25-09-12,Beer Sales,,47
26-09-12,Beer Sales,,115
27-09-12,Beer Sales,,81
28-09-12,Beer Sales,,134
29-09-12,Beer Sales,,203
30-09-12,Beer Sales,,27
02-10-12,Beer Sales,,47
03-10-12,Beer Sales,,20
04-10-12,Beer Sales,,108
05-10-12,Beer Sales,,47
06-10-12,Beer Sales,,189
07-10-12,Beer Sales,,14
09-10-12,Beer Sales,,7
10-10-12,Beer Sales,,14
11-10-12,Beer Sales,,121
12-10-12,Beer Sales,,175
13-10-12,Beer Sales,,81
14-10-12,Beer Sales,,47
15-10-12,Beer Sales,,27
16-10-12,Beer Sales,,81
17-10-12,Beer Sales,,47
18-10-12,Beer Sales,,14
19-10-12,Beer Sales,,101
20-10-12,Beer Sales,,108
21-10-12,Beer Sales,,34
22-10-12,Beer Sales,,14
23-10-12,Beer Sales,,40
24-10-12,Beer Sales,,14
25-10-12,Beer Sales,,20
26-10-12,Beer Sales,,128
27-10-12,Beer Sales,,94
28-10-12,Beer Sales,,74
29-10-12,Beer Sales,,7
30-10-12,Beer Sales,,7
31-10-12,Beer Sales,,27
01-11-12,Beer Sales,,34
02-11-12,Beer Sales,,74
03-11-12,Beer Sales,,54
04-11-12,Beer Sales,,100
05-11-12,Beer Sales,,26
06-11-12,Beer Sales,,14
07-11-12,Beer Sales,,54
08-11-12,Beer Sales,,47
09-11-12,Beer Sales,,101
10-11-12,Beer Sales,,34
11-11-12,Beer Sales,,14
12-11-12,Beer Sales,,20
13-11-12,Beer Sales,,20
15-11-12,Beer Sales,,53
16-11-12,Beer Sales,,141
17-11-12,Beer Sales,,212
18-11-12,Beer Sales,,60
19-11-12,Beer Sales,,47
21-11-12,Beer Sales,,54
22-11-12,Beer Sales,,66
23-11-12,Beer Sales,,176
24-11-12,Beer Sales,,107
26-11-12,Beer Sales,,67
27-11-12,Beer Sales,,14
28-11-12,Beer Sales,,7
29-11-12,Beer Sales,,14
30-11-12,Beer Sales,,114
01-12-12,Beer Sales,,67
02-12-12,Beer Sales,,73
03-12-12,Beer Sales,,20
04-12-12,Beer Sales,,54
05-12-12,Beer Sales,,34
06-12-12,Beer Sales,,159
07-12-12,Beer Sales,,120
08-12-12,Beer Sales,,94
09-12-12,Beer Sales,,27
10-12-12,Beer Sales,,20
11-12-12,Beer Sales,,34
12-12-12,Beer Sales,,73
13-12-12,Beer Sales,,115
14-12-12,Beer Sales,,216
15-12-12,Beer Sales,,67
16-12-12,Beer Sales,,20
17-12-12,Beer Sales,,20
18-12-12,Beer Sales,,26
19-12-12,Beer Sales,,94
20-12-12,Beer Sales,,92
21-12-12,Beer Sales,,67
22-12-12,Beer Sales,,72
23-12-12,Beer Sales,,74
28-12-12,Beer Sales,,107
29-12-12,Beer Sales,,40
30-12-12,Beer Sales,,20
31-12-12,Beer Sales,,108
03-01-13,Beer Sales,,13
04-01-13,Beer Sales,,79
05-01-13,Beer Sales,,54
06-01-13,Beer Sales,,40
08-01-13,Beer Sales,,20
09-01-13,Beer Sales,,81
10-01-13,Beer Sales,,54
11-01-13,Beer Sales,,54
12-01-13,Beer Sales,,168
13-01-13,Beer Sales,,12
14-01-13,Beer Sales,,7
15-01-13,Beer Sales,,27
17-01-13,Beer Sales,,80
17-01-13,Beer Sales,,88
18-01-13,Beer Sales,,74
19-01-13,Beer Sales,,40
20-01-13,Beer Sales,,47
21-01-13,Beer Sales,,14
23-01-13,Beer Sales,,26
25-01-13,Beer Sales,,54
26-01-13,Beer Sales,,47
27-01-13,Beer Sales,,27
28-01-13,Beer Sales,,74
29-01-13,Beer Sales,,40
30-01-13,Beer Sales,,7
31-01-13,Beer Sales,,80
01-02-13,Beer Sales,,53
02-02-13,Beer Sales,,74
04-02-13,Beer Sales,,20
05-02-13,Beer Sales,,27
06-02-13,Beer Sales,,68
07-02-13,Beer Sales,,47
08-02-13,Beer Sales,,20
09-02-13,Beer Sales,,73
10-02-13,Beer Sales,,41
11-02-13,Beer Sales,,14
12-02-13,Beer Sales,,101
13-02-13,Beer Sales,,41
14-02-13,Beer Sales,,128
15-02-13,Beer Sales,,142
16-02-13,Beer Sales,,87
18-02-13,Beer Sales,,127
19-02-13,Beer Sales,,7
20-02-13,Beer Sales,,14
21-02-13,Beer Sales,,13
22-02-13,Beer Sales,,125
23-02-13,Beer Sales,,121
24-02-13,Beer Sales,,34
25-02-13,Beer Sales,0,
25-02-13,Beer Sales,,13
26-02-13,Beer Sales,,115
27-02-13,Beer Sales,,13
28-02-13,Beer Sales,,39
01-03-13,Beer Sales,,47
02-03-13,Beer Sales,,74
03-03-13,Beer Sales,,27
05-03-13,Beer Sales,,34
06-03-13,Beer Sales,,14
07-03-13,Beer Sales,,87
08-03-13,Beer Sales,,87
09-03-13,Beer Sales,,222
10-03-13,Beer Sales,,41
11-03-13,Beer Sales,,7
12-03-13,Beer Sales,,47
13-03-13,Beer Sales,,7
14-03-13,Beer Sales,,34
15-03-13,Beer Sales,,20
16-03-13,Beer Sales,,81
17-03-13,Beer Sales,,20
18-03-13,Beer Sales,,13
19-03-13,Beer Sales,,40
20-03-13,Beer Sales,,14
21-03-13,Beer Sales,,7
23-03-13,Beer Sales,,74
25-03-13,Beer Sales,,20
26-03-13,Beer Sales,,47
27-03-13,Beer Sales,,40
28-03-13,Beer Sales,,53
29-03-13,Beer Sales,,105
30-03-13,Beer Sales,,86
31-03-13,Beer Sales,,27
02-04-13,Beer Sales,,67
03-04-13,Beer Sales,,105
04-04-13,Beer Sales,,54
05-04-13,Beer Sales,,67
06-04-13,Beer Sales,,154
07-04-13,Beer Sales,,54
10-04-13,Beer Sales,,54
10-04-13,Beer Sales,,68
11-04-13,Beer Sales,,20
12-04-13,Beer Sales,,94
14-04-13,Beer Sales,,74
15-04-13,Beer Sales,,34
15-04-13,Beer Sales,,7
16-04-13,Beer Sales,,60
17-04-13,Beer Sales,,120
18-04-13,Beer Sales,,74
19-04-13,Beer Sales,,107
20-04-13,Beer Sales,,141
21-04-13,Beer Sales,,74
22-04-13,Beer Sales,,20
24-04-13,Beer Sales,,54
24-04-13,Beer Sales,,27
25-04-13,Beer Sales,,33
26-04-13,Beer Sales,,135
27-04-13,Beer Sales,,100
28-04-13,Beer Sales,,215
29-04-13,Beer Sales,,13
30-04-13,Beer Sales,,53
01-05-13,Beer Sales,,105
02-05-13,Beer Sales,,208
03-05-13,Beer Sales,,67
04-05-13,Beer Sales,,188
05-05-13,Beer Sales,,73
06-05-13,Beer Sales,,27
07-05-13,Beer Sales,,66
08-05-13,Beer Sales,,7
09-05-13,Beer Sales,,94
10-05-13,Beer Sales,0,
10-05-13,Beer Sales,,81
11-05-13,Beer Sales,,134
12-05-13,Beer Sales,,153
13-05-13,Beer Sales,,54
14-05-13,Beer Sales,,7
15-05-13,Beer Sales,,33
16-05-13,Beer Sales,,100
17-05-13,Beer Sales,,120
18-05-13,Beer Sales,,67
19-05-13,Beer Sales,,169
22-05-13,Beer Sales,,46
23-05-13,Beer Sales,,119
24-05-13,Beer Sales,,186
25-05-13,Beer Sales,,67
26-05-13,Beer Sales,,74
27-05-13,Beer Sales,,40
28-05-13,Beer Sales,,40
29-05-13,Beer Sales,,67
30-05-13,Beer Sales,,165
31-05-13,Beer Sales,,175
01-06-13,Beer Sales,,74
02-06-13,Beer Sales,,20
03-06-13,Beer Sales,,152
04-06-13,Beer Sales,,34
05-06-13,Beer Sales,,80
06-06-13,Beer Sales,,7
07-06-13,Beer Sales,,100
08-06-13,Beer Sales,,188
09-06-13,Beer Sales,,34
10-06-13,Beer Sales,,73
11-06-13,Beer Sales,,47
12-06-13,Beer Sales,,34
13-06-13,Beer Sales,,115
14-06-13,Beer Sales,,1191
16-06-13,Beer Sales,,167
17-06-13,Beer Sales,,66
18-06-13,Beer Sales,,88
19-06-13,Beer Sales,,135
20-06-13,Beer Sales,,81
21-06-13,Beer Sales,,214
22-06-13,Beer Sales,,180
23-06-13,Beer Sales,,146
24-06-13,Beer Sales,,87
25-06-13,Beer Sales,,61
26-06-13,Beer Sales,,246
27-06-13,Beer Sales,,171
28-06-13,Beer Sales,,7
29-06-13,Beer Sales,,109
30-06-13,Beer Sales,,128
02-07-13,Beer Sales,,15
03-07-13,Beer Sales,,183
04-07-13,Beer Sales,,197
05-07-13,Beer Sales,,158
06-07-13,Beer Sales,,120
07-07-13,Beer Sales,,73
08-07-13,Beer Sales,,44
09-07-13,Beer Sales,,43
10-07-13,Beer Sales,,55
11-07-13,Beer Sales,,108
12-07-13,Beer Sales,,118
13-07-13,Beer Sales,,107
14-07-13,Beer Sales,,186
15-07-13,Beer Sales,,186
16-07-13,Beer Sales,,236
17-07-13,Beer Sales,,146
18-07-13,Beer Sales,,244
19-07-13,Beer Sales,,87
20-07-13,Beer Sales,,116
21-07-13,Beer Sales,,152
22-07-13,Beer Sales,,42
23-07-13,Beer Sales,,61
24-07-13,Beer Sales,,94
25-07-13,Beer Sales,,99
26-07-13,Beer Sales,,243
27-07-13,Beer Sales,,186
28-07-13,Beer Sales,,84
29-07-13,Beer Sales,,79
30-07-13,Beer Sales,,236
31-07-13,Beer Sales,,86
01-08-13,Beer Sales,,42
02-08-13,Beer Sales,,215
03-08-13,Beer Sales,,180
04-08-13,Beer Sales,,132
06-08-13,Beer Sales,,118
07-08-13,Beer Sales,,244
08-08-13,Beer Sales,,56
09-08-13,Beer Sales,,153
10-08-13,Beer Sales,,183
11-08-13,Beer Sales,,63
12-08-13,Beer Sales,,20
13-08-13,Beer Sales,,73
14-08-13,Beer Sales,,134
15-08-13,Beer Sales,,80
16-08-13,Beer Sales,,146
17-08-13,Beer Sales,,177
18-08-13,Beer Sales,,36
19-08-13,Beer Sales,,51
20-08-13,Beer Sales,,104
21-08-13,Beer Sales,,177
22-08-13,Beer Sales,,91
23-08-13,Beer Sales,,95
24-08-13,Beer Sales,,120
25-08-13,Beer Sales,,157
26-08-13,Beer Sales,,115
27-08-13,Beer Sales,,99
28-08-13,Beer Sales,,229
29-08-13,Beer Sales,,274
30-08-13,Beer Sales,,79
31-08-13,Beer Sales,,41
01-09-13,Beer Sales,,29
03-09-13,Beer Sales,,36
04-09-13,Beer Sales,,82
05-09-13,Beer Sales,,133
06-09-13,Beer Sales,,83
07-09-13,Beer Sales,,149
08-09-13,Beer Sales,,119
10-09-13,Beer Sales,,211
11-09-13,Beer Sales,,119
12-09-13,Beer Sales,,137
13-09-13,Beer Sales,,108
14-09-13,Beer Sales,,186
15-09-13,Beer Sales,,97
16-09-13,Beer Sales,,79
17-09-13,Beer Sales,,92
19-09-13,Beer Sales,,94
20-09-13,Beer Sales,,178
21-09-13,Beer Sales,,58
23-09-13,Beer Sales,,49
24-09-13,Beer Sales,,114
25-09-13,Beer Sales,,71
26-09-13,Beer Sales,,99
27-09-13,Beer Sales,,113
28-09-13,Beer Sales,,144
29-09-13,Beer Sales,,28
30-09-13,Beer Sales,,21
01-10-13,Beer Sales,,57
02-10-13,Beer Sales,,63
03-10-13,Beer Sales,,85
04-10-13,Beer Sales,,78
05-10-13,Beer Sales,,120
06-10-13,Beer Sales,,72
07-10-13,Beer Sales,,44
08-10-13,Beer Sales,,42
09-10-13,Beer Sales,,79
10-10-13,Beer Sales,,124
11-10-13,Beer Sales,,186
12-10-13,Beer Sales,,92
13-10-13,Beer Sales,,7
15-10-13,Beer Sales,,42
16-10-13,Beer Sales,0,
16-10-13,Beer Sales,0,
16-10-13,Beer Sales,,55
17-10-13,Beer Sales,,49
18-10-13,Beer Sales,,200
19-10-13,Beer Sales,,106
20-10-13,Beer Sales,,57
21-10-13,Beer Sales,,14
22-10-13,Beer Sales,,49
24-10-13,Beer Sales,,94
24-10-13,Beer Sales,,53
25-10-13,Beer Sales,,86
26-10-13,Beer Sales,,718
27-10-13,Beer Sales,,29
28-10-13,Beer Sales,,40
29-10-13,Beer Sales,0,
29-10-13,Beer Sales,,65
30-10-13,Beer Sales,,82
31-10-13,Beer Sales,,55
01-11-13,Beer Sales,,43
02-11-13,Beer Sales,,126
03-11-13,Beer Sales,,45
05-11-13,Beer Sales,,233
06-11-13,Beer Sales,,29
07-11-13,Beer Sales,,65
08-11-13,Beer Sales,,42
09-11-13,Beer Sales,,185
10-11-13,Beer Sales,,7
11-11-13,Beer Sales,,7
12-11-13,Beer Sales,,7
13-11-13,Beer Sales,,22
15-11-13,Beer Sales,,75
17-11-13,Beer Sales,,44
17-11-13,Beer Sales,,65
18-11-13,Beer Sales,,50
19-11-13,Beer Sales,,69
20-11-13,Beer Sales,,21
21-11-13,Beer Sales,,33
23-11-13,Beer Sales,,44
23-11-13,Beer Sales,,44
24-11-13,Beer Sales,,22
25-11-13,Beer Sales,,13
26-11-13,Beer Sales,,29
27-11-13,Beer Sales,,44
28-11-13,Beer Sales,,28
29-11-13,Beer Sales,,150
30-11-13,Beer Sales,,47
01-12-13,Beer Sales,,43
04-12-13,Beer Sales,,83
05-12-13,Beer Sales,,22
06-12-13,Beer Sales,,115
07-12-13,Beer Sales,,114
09-12-13,Beer Sales,,79
10-12-13,Beer Sales,,62
11-12-13,Beer Sales,,28
12-12-13,Beer Sales,,246
13-12-13,Beer Sales,,101
14-12-13,Beer Sales,,44
15-12-13,Beer Sales,,65
16-12-13,Beer Sales,,15
17-12-13,Beer Sales,,28
18-12-13,Beer Sales,,29
19-12-13,Beer Sales,,72
20-12-13,Beer Sales,,57
21-12-13,Beer Sales,,64
22-12-13,Beer Sales,,7
23-12-13,Beer Sales,,14
27-12-13,Beer Sales,,78
28-12-13,Beer Sales,,44
29-12-13,Beer Sales,,72
30-12-13,Beer Sales,,13
31-12-13,Beer Sales,,36
02-01-14,Beer Sales,,87
03-01-14,Beer Sales,,86
04-01-14,Beer Sales,,28
05-01-14,Beer Sales,,36
07-01-14,Beer Sales,,12
09-01-14,Beer Sales,,78
10-01-14,Beer Sales,,78
11-01-14,Beer Sales,,140
12-01-14,Beer Sales,,22
14-01-14,Beer Sales,,7
15-01-14,Beer Sales,,12
16-01-14,Beer Sales,,44
17-01-14,Beer Sales,,128
18-01-14,Beer Sales,,70
19-01-14,Beer Sales,,51
20-01-14,Beer Sales,,7
21-01-14,Beer Sales,,7
22-01-14,Beer Sales,,36
23-01-14,Beer Sales,,7
24-01-14,Beer Sales,,63
25-01-14,Beer Sales,,41
26-01-14,Beer Sales,,15
28-01-14,Beer Sales,,51
29-01-14,Beer Sales,,65
30-01-14,Beer Sales,,13
31-01-14,Beer Sales,,170
01-02-14,Beer Sales,,93
02-02-14,Beer Sales,,43
03-02-14,Beer Sales,,7
04-02-14,Beer Sales,,14
05-02-14,Beer Sales,,15
07-02-14,Beer Sales,,73
07-02-14,Beer Sales,,108
08-02-14,Beer Sales,,99
09-02-14,Beer Sales,,80
10-02-14,Beer Sales,,36
11-02-14,Beer Sales,,15
12-02-14,Beer Sales,,15
13-02-14,Beer Sales,,22
14-02-14,Beer Sales,,57
15-02-14,Beer Sales,,134
16-02-14,Beer Sales,,79
17-02-14,Beer Sales,,123
18-02-14,Beer Sales,,95
19-02-14,Beer Sales,,22
20-02-14,Beer Sales,,43
21-02-14,Beer Sales,,51
22-02-14,Beer Sales,,70
23-02-14,Beer Sales,,28
25-02-14,Beer Sales,,7
26-02-14,Beer Sales,,29
27-02-14,Beer Sales,,7
28-02-14,Beer Sales,,28
01-03-14,Beer Sales,,271
02-03-14,Beer Sales,,15
03-03-14,Beer Sales,,15
04-03-14,Beer Sales,,15
05-03-14,Beer Sales,,7
06-03-14,Beer Sales,,35
07-03-14,Beer Sales,,36
08-03-14,Beer Sales,,28
09-03-14,Beer Sales,,29
10-03-14,Beer Sales,,62
11-03-14,Beer Sales,,29
13-03-14,Beer Sales,,115
14-03-14,Beer Sales,,21
15-03-14,Beer Sales,,97
16-03-14,Beer Sales,,15
17-03-14,Beer Sales,,51
18-03-14,Beer Sales,,22
19-03-14,Beer Sales,,44
20-03-14,Beer Sales,,21
21-03-14,Beer Sales,,57
22-03-14,Beer Sales,,44
23-03-14,Beer Sales,,42
24-03-14,Beer Sales,,21
25-03-14,Beer Sales,,29
26-03-14,Beer Sales,,7
27-03-14,Beer Sales,,29
28-03-14,Beer Sales,,64
29-03-14,Beer Sales,,112
31-03-14,Beer Sales,,36
02-04-14,Beer Sales,,27
02-04-14,Beer Sales,,55
03-04-14,Beer Sales,,21
04-04-14,Beer Sales,,95
05-04-14,Beer Sales,,101
06-04-14,Beer Sales,,80
07-04-14,Beer Sales,,34
08-04-14,Beer Sales,,33
10-04-14,Beer Sales,,56
11-04-14,Beer Sales,,107
12-04-14,Beer Sales,,49
13-04-14,Beer Sales,,100
14-04-14,Beer Sales,,7
15-04-14,Beer Sales,,59
16-04-14,Beer Sales,,51
17-04-14,Beer Sales,,133
18-04-14,Beer Sales,,36
19-04-14,Beer Sales,,84
20-04-14,Beer Sales,,22
22-04-14,Beer Sales,,65
23-04-14,Beer Sales,,56
24-04-14,Beer Sales,,7
25-04-14,Beer Sales,,86
26-04-14,Beer Sales,,133
27-04-14,Beer Sales,,33
28-04-14,Beer Sales,,58
29-04-14,Beer Sales,,64
30-04-14,Beer Sales,,41
01-05-14,Beer Sales,,106
02-05-14,Beer Sales,,115
03-05-14,Beer Sales,,158
04-05-14,Beer Sales,,36
05-05-14,Beer Sales,,27
06-05-14,Beer Sales,,42
07-05-14,Beer Sales,,25
08-05-14,Beer Sales,,87
09-05-14,Beer Sales,,154
10-05-14,Beer Sales,,80
11-05-14,Beer Sales,,170
12-05-14,Beer Sales,,78
13-05-14,Beer Sales,,80
14-05-14,Beer Sales,,21
15-05-14,Beer Sales,,15
16-05-14,Beer Sales,,142
18-05-14,Beer Sales,,91
18-05-14,Beer Sales,,34
20-05-14,Beer Sales,,42
21-05-14,Beer Sales,,29
22-05-14,Beer Sales,,177
23-05-14,Beer Sales,,92
24-05-14,Beer Sales,,156
25-05-14,Beer Sales,,7
26-05-14,Beer Sales,,96
27-05-14,Beer Sales,,92
28-05-14,Beer Sales,,90
29-05-14,Beer Sales,,85
30-05-14,Beer Sales,,142
31-05-14,Beer Sales,,63
01-06-14,Beer Sales,,36
02-06-14,Beer Sales,,65
03-06-14,Beer Sales,,63
04-06-14,Beer Sales,,35
05-06-14,Beer Sales,,124
06-06-14,Beer Sales,,156
07-06-14,Beer Sales,,161
08-06-14,Beer Sales,,33
09-06-14,Beer Sales,,80
10-06-14,Beer Sales,0,
10-06-14,Beer Sales,,169
11-06-14,Beer Sales,,92
12-06-14,Beer Sales,,256
13-06-14,Beer Sales,,130
14-06-14,Beer Sales,,63
15-06-14,Beer Sales,,71
16-06-14,Beer Sales,,107
17-06-14,Beer Sales,,58
18-06-14,Beer Sales,,91
19-06-14,Beer Sales,,80
20-06-14,Beer Sales,,78
21-06-14,Beer Sales,,76
22-06-14,Beer Sales,,69
23-06-14,Beer Sales,,73
24-06-14,Beer Sales,,145
25-06-14,Beer Sales,,86
26-06-14,Beer Sales,,151
27-06-14,Beer Sales,,190
28-06-14,Beer Sales,,75
29-06-14,Beer Sales,,99
30-06-14,Beer Sales,,184
02-07-14,Beer Sales,,159
03-07-14,Beer Sales,,141
04-07-14,Beer Sales,,132
05-07-14,Beer Sales,,112
06-07-14,Beer Sales,,57
07-07-14,Beer Sales,,86
08-07-14,Beer Sales,,117
09-07-14,Beer Sales,,195
10-07-14,Beer Sales,,115
11-07-14,Beer Sales,,372
12-07-14,Beer Sales,,56
13-07-14,Beer Sales,,79
14-07-14,Beer Sales,,71
15-07-14,Beer Sales,,80
16-07-14,Beer Sales,,259
17-07-14,Beer Sales,,93
18-07-14,Beer Sales,,167
19-07-14,Beer Sales,,169
20-07-14,Beer Sales,,47
21-07-14,Beer Sales,,36
22-07-14,Beer Sales,,165
23-07-14,Beer Sales,,91
24-07-14,Beer Sales,,60
25-07-14,Beer Sales,,136
26-07-14,Beer Sales,,54
27-07-14,Beer Sales,,83
29-07-14,Beer Sales,,28
30-07-14,Beer Sales,,131
31-07-14,Beer Sales,,152
01-08-14,Beer Sales,,77
02-08-14,Beer Sales,,114
03-08-14,Beer Sales,,105
05-08-14,Beer Sales,,80
06-08-14,Beer Sales,,103
06-08-14,Beer Sales,,41
08-08-14,Beer Sales,,70
09-08-14,Beer Sales,,87
10-08-14,Beer Sales,,93
11-08-14,Beer Sales,,34
12-08-14,Beer Sales,,70
13-08-14,Beer Sales,,43
14-08-14,Beer Sales,,150
15-08-14,Beer Sales,,142
16-08-14,Beer Sales,,75
17-08-14,Beer Sales,,55
18-08-14,Beer Sales,,46
19-08-14,Beer Sales,,109
20-08-14,Beer Sales,,85
21-08-14,Beer Sales,,101
22-08-14,Beer Sales,,134
23-08-14,Beer Sales,,159
24-08-14,Beer Sales,,62
25-08-14,Beer Sales,,107
26-08-14,Beer Sales,,65
27-08-14,Beer Sales,,128
28-08-14,Beer Sales,,101
29-08-14,Beer Sales,,186
30-08-14,Beer Sales,,289
31-08-14,Beer Sales,,87
01-09-14,Beer Sales,,78
02-09-14,Beer Sales,,65
03-09-14,Beer Sales,,84
04-09-14,Beer Sales,,36
05-09-14,Beer Sales,,147
06-09-14,Beer Sales,,258
07-09-14,Beer Sales,,126
08-09-14,Beer Sales,,41
09-09-14,Beer Sales,,51
10-09-14,Beer Sales,,29
11-09-14,Beer Sales,,22
12-09-14,Beer Sales,,92
13-09-14,Beer Sales,,301
14-09-14,Beer Sales,,35
16-09-14,Beer Sales,,102
17-09-14,Beer Sales,,108
18-09-14,Beer Sales,,36
19-09-14,Beer Sales,,105
20-09-14,Beer Sales,,122
21-09-14,Beer Sales,,51
22-09-14,Beer Sales,,65
23-09-14,Beer Sales,,58
24-09-14,Beer Sales,,29
25-09-14,Beer Sales,,148
26-09-14,Beer Sales,,100
27-09-14,Beer Sales,,90
28-09-14,Beer Sales,,101
29-09-14,Beer Sales,,74
30-09-14,Beer Sales,,51
30-09-14,Beer Sales,,14
01-10-14,Beer Sales,,65
02-10-14,Beer Sales,,96
03-10-14,Beer Sales,,65
04-10-14,Beer Sales,,95
05-10-14,Beer Sales,,58
06-10-14,Beer Sales,,36
07-10-14,Beer Sales,,58
08-10-14,Beer Sales,,15
09-10-14,Beer Sales,,22
10-10-14,Beer Sales,,57
11-10-14,Beer Sales,,29
12-10-14,Beer Sales,,32
14-10-14,Beer Sales,,5
15-10-14,Beer Sales,,85
16-10-14,Beer Sales,,63
17-10-14,Beer Sales,,141
18-10-14,Beer Sales,,120
19-10-14,Beer Sales,,44
20-10-14,Beer Sales,,20
21-10-14,Beer Sales,,20
22-10-14,Beer Sales,,39
23-10-14,Beer Sales,,91
24-10-14,Beer Sales,,92
25-10-14,Beer Sales,,85
27-10-14,Beer Sales,,51
29-10-14,Beer Sales,,52
30-10-14,Beer Sales,,49
31-10-14,Beer Sales,,28
01-11-14,Beer Sales,,102
02-11-14,Beer Sales,,29
03-11-14,Beer Sales,,44
04-11-14,Beer Sales,,29
05-11-14,Beer Sales,,22
06-11-14,Beer Sales,,22
07-11-14,Beer Sales,,65
08-11-14,Beer Sales,,73
09-11-14,Beer Sales,,78
10-11-14,Beer Sales,,28
11-11-14,Beer Sales,,50
12-11-14,Beer Sales,,21
13-11-14,Beer Sales,,43
14-11-14,Beer Sales,,56
15-11-14,Beer Sales,,34
16-11-14,Beer Sales,,29
17-11-14,Beer Sales,,29
18-11-14,Beer Sales,,79
19-11-14,Beer Sales,,22
20-11-14,Beer Sales,,15
21-11-14,Beer Sales,,36
22-11-14,Beer Sales,,94
23-11-14,Beer Sales,,64
25-11-14,Beer Sales,,78
26-11-14,Beer Sales,,44
27-11-14,Beer Sales,,92
28-11-14,Beer Sales,,65
29-11-14,Beer Sales,,106
30-11-14,Beer Sales,,42
01-12-14,Beer Sales,,21
02-12-14,Beer Sales,,36
03-12-14,Beer Sales,,7
04-12-14,Beer Sales,,15
05-12-14,Beer Sales,,103
06-12-14,Beer Sales,,138
07-12-14,Beer Sales,,29
08-12-14,Beer Sales,,212
09-12-14,Beer Sales,,18
10-12-14,Beer Sales,,146
11-12-14,Beer Sales,,44
12-12-14,Beer Sales,,204
13-12-14,Beer Sales,,56
14-12-14,Beer Sales,,48
15-12-14,Beer Sales,,73
16-12-14,Beer Sales,,36
17-12-14,Beer Sales,,40
18-12-14,Beer Sales,,28
19-12-14,Beer Sales,,115
19-12-14,Beer Sales,,62
21-12-14,Beer Sales,,80
26-12-14,Beer Sales,,57
27-12-14,Beer Sales,,43
29-12-14,Beer Sales,,57
30-12-14,Beer Sales,,34
31-12-14,Beer Sales,,51
02-01-15,Beer Sales,,50
03-01-15,Beer Sales,,36
04-01-15,Beer Sales,,15
06-01-15,Beer Sales,,22
07-01-15,Beer Sales,0,
08-01-15,Beer Sales,,7
09-01-15,Beer Sales,,44
