date,food_sales,beverage_sales,wine_sales,liquor_sales,beer_sales,total_sales,date,dow
2013-08-12,1184.0,77.0,486.0,80.0,20.0,1847.0,2013-08-12,Mon
2013-08-13,1962.0,96.0,832.0,151.0,73.0,3114.0,2013-08-13,Tue
2013-08-14,2949.0,128.0,1462.0,328.0,134.0,5001.0,2013-08-14,Wed
2013-08-15,3989.0,258.0,2181.0,328.0,80.0,6836.0,2013-08-15,Thu
2013-08-16,4313.0,241.0,2558.0,537.0,146.0,7795.0,2013-08-16,Fri
2013-08-17,3921.0,202.0,1988.0,319.0,177.0,6607.0,2013-08-17,Sat
2013-08-18,1691.0,75.0,680.0,218.0,36.0,2700.0,2013-08-18,Sun
2013-08-19,949.0,56.0,560.0,156.0,51.0,1772.0,2013-08-19,Mon
2013-08-20,2045.0,101.0,889.0,203.0,104.0,3342.0,2013-08-20,Tue
2013-08-21,3387.0,202.0,1454.0,481.0,177.0,5701.0,2013-08-21,Wed
2013-08-22,3092.0,149.0,1425.0,297.0,91.0,5054.0,2013-08-22,Thu
2013-08-23,3394.0,142.0,1859.0,314.0,95.0,5804.0,2013-08-23,Fri
2013-08-24,5101.0,267.0,2332.0,548.0,120.0,8368.0,2013-08-24,Sat
2013-08-25,3228.0,204.0,667.0,336.0,157.0,4592.0,2013-08-25,Sun
2013-08-26,2467.0,112.0,1585.0,46.0,115.0,4325.0,2013-08-26,Mon
2013-08-27,2724.0,117.0,943.0,226.0,99.0,4109.0,2013-08-27,Tue
2013-08-28,2903.0,159.0,1341.0,173.0,229.0,4805.0,2013-08-28,Wed
2013-08-29,3734.0,182.0,1715.0,382.0,274.0,6287.0,2013-08-29,Thu
2013-08-30,3009.0,205.0,1490.0,407.0,79.0,5190.0,2013-08-30,Fri
2013-08-31,3375.0,221.0,1137.0,342.0,41.0,5116.0,2013-08-31,Sat
2013-09-01,2089.0,106.0,819.0,200.0,29.0,3243.0,2013-09-01,Sun
2013-09-03,1439.0,51.0,979.0,170.0,36.0,2675.0,2013-09-03,Tue
2013-09-04,2453.0,85.0,1336.0,347.0,82.0,4303.0,2013-09-04,Wed
2013-09-05,2030.0,77.0,936.0,242.0,133.0,3418.0,2013-09-05,Thu
2013-09-06,4640.0,130.0,2623.0,683.0,83.0,8159.0,2013-09-06,Fri
2013-09-07,4516.0,227.0,2279.0,767.0,149.0,7938.0,2013-09-07,Sat
2013-09-08,4427.0,295.0,1591.0,721.0,119.0,7153.0,2013-09-08,Sun
2013-09-09,1327.0,83.0,408.0,108.0,-0.0,1926.0,2013-09-09,Mon
2013-09-10,2577.0,121.0,1154.0,213.0,211.0,4276.0,2013-09-10,Tue
2013-09-11,1953.0,98.0,865.0,113.0,119.0,3148.0,2013-09-11,Wed
2013-09-12,2788.0,127.0,1390.0,282.0,137.0,4724.0,2013-09-12,Thu
2013-09-13,3805.0,161.0,1926.0,457.0,108.0,6457.0,2013-09-13,Fri
2013-09-14,4252.0,221.0,2417.0,437.0,186.0,7513.0,2013-09-14,Sat
2013-09-15,2886.0,116.0,1187.0,215.0,97.0,4501.0,2013-09-15,Sun
2013-09-16,1735.0,73.0,553.0,174.0,79.0,2614.0,2013-09-16,Mon
2013-09-17,1844.0,138.0,926.0,160.0,92.0,3160.0,2013-09-17,Tue
2013-09-19,2995.0,145.0,1309.0,191.0,94.0,4734.0,2013-09-19,Thu
2013-09-20,3506.0,191.0,1939.0,317.0,178.0,6131.0,2013-09-20,Fri
2013-09-21,3428.0,266.0,2167.0,162.0,58.0,6081.0,2013-09-21,Sat
2013-09-22,1487.0,86.0,778.0,32.0,-0.0,2383.0,2013-09-22,Sun
2013-09-23,1605.0,102.0,807.0,201.0,49.0,2764.0,2013-09-23,Mon
2013-09-24,1868.0,47.0,656.0,128.0,114.0,2813.0,2013-09-24,Tue
2013-09-25,1776.0,112.0,749.0,187.0,71.0,2895.0,2013-09-25,Wed
2013-09-26,2715.0,120.0,1412.0,125.0,99.0,4471.0,2013-09-26,Thu
2013-09-27,4098.0,195.0,2215.0,369.0,113.0,6990.0,2013-09-27,Fri
2013-09-28,5081.0,254.0,2884.0,476.0,144.0,8839.0,2013-09-28,Sat
2013-09-29,2053.0,134.0,742.0,211.0,28.0,3168.0,2013-09-29,Sun
2013-09-30,1674.0,59.0,794.0,81.0,21.0,2629.0,2013-09-30,Mon
2013-10-01,1399.0,98.0,535.0,91.0,57.0,2180.0,2013-10-01,Tue
2013-10-02,2548.0,153.0,722.0,172.0,63.0,3658.0,2013-10-02,Wed
2013-10-03,1649.0,106.0,596.0,123.0,85.0,2559.0,2013-10-03,Thu
2013-10-04,4010.0,202.0,2435.0,219.0,78.0,6944.0,2013-10-04,Fri
2013-10-05,4232.0,243.0,2739.0,305.0,120.0,7639.0,2013-10-05,Sat
2013-10-06,1943.0,61.0,769.0,322.0,72.0,3167.0,2013-10-06,Sun
2013-10-07,1511.0,46.0,796.0,163.0,44.0,2560.0,2013-10-07,Mon
2013-10-08,1703.0,111.0,1062.0,45.0,42.0,2963.0,2013-10-08,Tue
2013-10-09,2039.0,76.0,1153.0,227.0,79.0,3574.0,2013-10-09,Wed
2013-10-10,2647.0,90.0,1596.0,124.0,124.0,4581.0,2013-10-10,Thu
2013-10-11,4000.0,213.0,2406.0,295.0,186.0,7100.0,2013-10-11,Fri
2013-10-12,3250.0,146.0,1138.0,296.0,92.0,4922.0,2013-10-12,Sat
2013-10-13,1918.0,62.0,658.0,184.0,7.0,2829.0,2013-10-13,Sun
2013-10-15,1657.0,74.0,935.0,96.0,42.0,2804.0,2013-10-15,Tue
2013-10-16,1670.0,101.0,914.0,119.0,55.0,2859.0,2013-10-16,Wed
2013-10-17,2426.0,108.0,1217.0,100.0,49.0,3900.0,2013-10-17,Thu
2013-10-18,4802.0,251.0,1935.0,424.0,200.0,7612.0,2013-10-18,Fri
2013-10-19,3950.0,218.0,1736.0,287.0,106.0,6297.0,2013-10-19,Sat
2013-10-20,2423.0,132.0,700.0,163.0,57.0,3475.0,2013-10-20,Sun
2013-10-21,1328.0,54.0,357.0,174.0,14.0,1927.0,2013-10-21,Mon
2013-10-22,1649.0,106.0,494.0,42.0,49.0,2340.0,2013-10-22,Tue
2013-10-24,3960.0,147.0,2216.0,226.0,147.0,6696.0,2013-10-24,Thu
2013-10-25,3949.0,161.0,2416.0,400.0,86.0,7012.0,2013-10-25,Fri
2013-10-26,-0.0,103.0,2020.0,151.0,718.0,2992.0,2013-10-26,Sat
2013-10-27,1174.0,108.0,405.0,69.0,29.0,1785.0,2013-10-27,Sun
2013-10-28,1562.0,48.0,850.0,26.0,40.0,2526.0,2013-10-28,Mon
2013-10-29,2239.0,134.0,1539.0,76.0,65.0,4053.0,2013-10-29,Tue
2013-10-30,2051.0,84.0,1310.0,74.0,82.0,3601.0,2013-10-30,Wed
2013-10-31,2020.0,78.0,1326.0,148.0,55.0,3627.0,2013-10-31,Thu
2013-11-01,4302.0,148.0,2086.0,218.0,43.0,6797.0,2013-11-01,Fri
2013-11-02,5042.0,299.0,2545.0,384.0,126.0,8396.0,2013-11-02,Sat
2013-11-03,2558.0,125.0,1419.0,94.0,45.0,4241.0,2013-11-03,Sun
2013-11-04,1485.0,70.0,710.0,152.0,-0.0,2417.0,2013-11-04,Mon
2013-11-05,2772.0,64.0,1103.0,235.0,233.0,4407.0,2013-11-05,Tue
2013-11-06,1686.0,100.0,634.0,140.0,29.0,2589.0,2013-11-06,Wed
2013-11-07,2839.0,90.0,1826.0,343.0,65.0,5163.0,2013-11-07,Thu
2013-11-08,3533.0,212.0,1581.0,261.0,42.0,5629.0,2013-11-08,Fri
2013-11-09,4055.0,217.0,1907.0,305.0,185.0,6669.0,2013-11-09,Sat
2013-11-10,2882.0,165.0,1689.0,89.0,7.0,4832.0,2013-11-10,Sun
2013-11-11,1252.0,44.0,819.0,63.0,7.0,2185.0,2013-11-11,Mon
2013-11-12,1225.0,36.0,633.0,71.0,7.0,1972.0,2013-11-12,Tue
2013-11-13,1391.0,85.0,918.0,66.0,22.0,2482.0,2013-11-13,Wed
2013-11-15,5333.0,205.0,3454.0,338.0,75.0,9405.0,2013-11-15,Fri
2013-11-17,5470.0,265.0,2330.0,291.0,109.0,8465.0,2013-11-17,Sun
2013-11-18,685.0,27.0,380.0,149.0,50.0,1291.0,2013-11-18,Mon
2013-11-19,1220.0,61.0,280.0,223.0,69.0,1853.0,2013-11-19,Tue
2013-11-20,1181.0,40.0,608.0,13.0,21.0,1863.0,2013-11-20,Wed
2013-11-21,2682.0,146.0,1322.0,284.0,33.0,4467.0,2013-11-21,Thu
2013-11-23,6419.0,320.0,3350.0,630.0,88.0,10807.0,2013-11-23,Sat
2013-11-24,1838.0,71.0,1351.0,33.0,22.0,3315.0,2013-11-24,Sun
2013-11-25,1246.0,44.0,755.0,72.0,13.0,2130.0,2013-11-25,Mon
2013-11-26,937.0,31.0,332.0,39.0,29.0,1368.0,2013-11-26,Tue
2013-11-27,1499.0,65.0,797.0,164.0,44.0,2569.0,2013-11-27,Wed
2013-11-28,2285.0,146.0,1215.0,85.0,28.0,3759.0,2013-11-28,Thu
2013-11-29,4939.0,258.0,2879.0,265.0,150.0,8491.0,2013-11-29,Fri
2013-11-30,4247.0,237.0,2138.0,462.0,47.0,7131.0,2013-11-30,Sat
2013-12-01,1430.0,80.0,693.0,23.0,43.0,2269.0,2013-12-01,Sun
2013-12-02,1236.0,68.0,472.0,77.0,-0.0,1853.0,2013-12-02,Mon
2013-12-03,1162.0,37.0,662.0,97.0,-0.0,1958.0,2013-12-03,Tue
2013-12-04,2479.0,107.0,1981.0,78.0,83.0,4728.0,2013-12-04,Wed
2013-12-05,1825.0,105.0,1025.0,129.0,22.0,3106.0,2013-12-05,Thu
2013-12-06,5841.0,178.0,2876.0,320.0,115.0,9330.0,2013-12-06,Fri
2013-12-07,3946.0,130.0,2304.0,282.0,114.0,6776.0,2013-12-07,Sat
2013-12-08,1102.0,38.0,454.0,81.0,-0.0,1675.0,2013-12-08,Sun
2013-12-09,1481.0,99.0,1307.0,92.0,79.0,3058.0,2013-12-09,Mon
2013-12-10,3001.0,150.0,1158.0,169.0,62.0,4540.0,2013-12-10,Tue
2013-12-11,2017.0,116.0,1514.0,93.0,28.0,3768.0,2013-12-11,Wed
2013-12-12,3569.0,143.0,3528.0,145.0,246.0,7631.0,2013-12-12,Thu
2013-12-13,3668.0,96.0,2394.0,399.0,101.0,6658.0,2013-12-13,Fri
2013-12-14,3245.0,120.0,1767.0,645.0,44.0,5821.0,2013-12-14,Sat
2013-12-15,1482.0,72.0,1050.0,38.0,65.0,2707.0,2013-12-15,Sun
2013-12-16,1454.0,106.0,892.0,54.0,15.0,2521.0,2013-12-16,Mon
2013-12-17,3011.0,134.0,2351.0,301.0,28.0,5825.0,2013-12-17,Tue
2013-12-18,1806.0,116.0,1063.0,78.0,29.0,3092.0,2013-12-18,Wed
2013-12-19,2357.0,148.0,1236.0,251.0,72.0,4064.0,2013-12-19,Thu
2013-12-20,2347.0,95.0,1188.0,164.0,57.0,3851.0,2013-12-20,Fri
2013-12-21,2376.0,115.0,940.0,184.0,64.0,3679.0,2013-12-21,Sat
2013-12-22,1657.0,56.0,1045.0,269.0,7.0,3034.0,2013-12-22,Sun
2013-12-23,2413.0,89.0,1346.0,382.0,14.0,4244.0,2013-12-23,Mon
2013-12-27,2507.0,128.0,1643.0,258.0,78.0,4614.0,2013-12-27,Fri
2013-12-28,3711.0,266.0,1977.0,272.0,44.0,6270.0,2013-12-28,Sat
2013-12-29,2055.0,100.0,679.0,166.0,72.0,3072.0,2013-12-29,Sun
2013-12-30,2388.0,130.0,1094.0,109.0,13.0,3734.0,2013-12-30,Mon
2013-12-31,4610.0,274.0,2274.0,363.0,36.0,7557.0,2013-12-31,Tue
2014-01-02,1627.0,54.0,716.0,109.0,87.0,2593.0,2014-01-02,Thu
2014-01-03,3631.0,112.0,1896.0,312.0,86.0,6037.0,2014-01-03,Fri
2014-01-04,2841.0,180.0,1081.0,190.0,28.0,4320.0,2014-01-04,Sat
2014-01-05,552.0,43.0,299.0,-0.0,36.0,930.0,2014-01-05,Sun
2014-01-07,717.0,34.0,271.0,56.0,12.0,1090.0,2014-01-07,Tue
2014-01-08,655.0,25.0,551.0,13.0,-0.0,1244.0,2014-01-08,Wed
2014-01-09,1743.0,54.0,767.0,66.0,78.0,2708.0,2014-01-09,Thu
2014-01-10,3180.0,162.0,1933.0,262.0,78.0,5615.0,2014-01-10,Fri
2014-01-11,3797.0,192.0,1676.0,189.0,140.0,5994.0,2014-01-11,Sat
2014-01-12,1138.0,50.0,524.0,65.0,22.0,1799.0,2014-01-12,Sun
2014-01-13,648.0,22.0,327.0,42.0,-0.0,1039.0,2014-01-13,Mon
2014-01-14,407.0,21.0,128.0,38.0,7.0,601.0,2014-01-14,Tue
2014-01-15,2083.0,54.0,1678.0,78.0,12.0,3905.0,2014-01-15,Wed
2014-01-16,2659.0,110.0,1635.0,132.0,44.0,4580.0,2014-01-16,Thu
2014-01-17,3758.0,178.0,2895.0,398.0,128.0,7357.0,2014-01-17,Fri
2014-01-18,3959.0,182.0,2183.0,321.0,70.0,6715.0,2014-01-18,Sat
2014-01-19,1571.0,82.0,662.0,50.0,51.0,2416.0,2014-01-19,Sun
2014-01-20,530.0,29.0,309.0,61.0,7.0,936.0,2014-01-20,Mon
2014-01-21,1460.0,63.0,809.0,97.0,7.0,2436.0,2014-01-21,Tue
2014-01-22,834.0,24.0,485.0,53.0,36.0,1432.0,2014-01-22,Wed
2014-01-23,1675.0,109.0,1134.0,88.0,7.0,3013.0,2014-01-23,Thu
2014-01-24,4598.0,167.0,1850.0,699.0,63.0,7377.0,2014-01-24,Fri
2014-01-25,3261.0,217.0,1666.0,247.0,41.0,5432.0,2014-01-25,Sat
2014-01-26,434.0,19.0,275.0,-0.0,15.0,743.0,2014-01-26,Sun
2014-01-28,1561.0,70.0,593.0,41.0,51.0,2316.0,2014-01-28,Tue
2014-01-29,853.0,19.0,365.0,84.0,65.0,1386.0,2014-01-29,Wed
2014-01-30,1084.0,18.0,632.0,78.0,13.0,1825.0,2014-01-30,Thu
2014-01-31,3857.0,99.0,1458.0,151.0,170.0,5735.0,2014-01-31,Fri
2014-02-01,3539.0,170.0,1606.0,138.0,93.0,5546.0,2014-02-01,Sat
2014-02-02,1490.0,76.0,776.0,48.0,43.0,2433.0,2014-02-02,Sun
2014-02-03,960.0,45.0,664.0,34.0,7.0,1710.0,2014-02-03,Mon
2014-02-04,830.0,21.0,451.0,61.0,14.0,1377.0,2014-02-04,Tue
2014-02-05,911.0,36.0,340.0,85.0,15.0,1387.0,2014-02-05,Wed
2014-02-07,4062.0,181.0,2378.0,211.0,181.0,7013.0,2014-02-07,Fri
2014-02-08,4491.0,249.0,1492.0,460.0,99.0,6791.0,2014-02-08,Sat
2014-02-09,1782.0,125.0,768.0,39.0,80.0,2794.0,2014-02-09,Sun
2014-02-10,755.0,31.0,375.0,41.0,36.0,1238.0,2014-02-10,Mon
2014-02-11,1113.0,51.0,997.0,51.0,15.0,2227.0,2014-02-11,Tue
2014-02-12,1618.0,83.0,1108.0,135.0,15.0,2959.0,2014-02-12,Wed
2014-02-13,2307.0,107.0,1258.0,155.0,22.0,3849.0,2014-02-13,Thu
2014-02-14,7861.0,259.0,2015.0,497.0,57.0,10689.0,2014-02-14,Fri
2014-02-15,4179.0,177.0,1744.0,408.0,134.0,6642.0,2014-02-15,Sat
2014-02-16,2145.0,126.0,846.0,81.0,79.0,3277.0,2014-02-16,Sun
2014-02-17,1979.0,81.0,983.0,116.0,123.0,3282.0,2014-02-17,Mon
2014-02-18,1023.0,10.0,491.0,38.0,95.0,1657.0,2014-02-18,Tue
2014-02-19,756.0,21.0,474.0,-0.0,22.0,1273.0,2014-02-19,Wed
2014-02-20,1450.0,67.0,1087.0,152.0,43.0,2799.0,2014-02-20,Thu
2014-02-21,2870.0,136.0,1670.0,130.0,51.0,4857.0,2014-02-21,Fri
2014-02-22,3631.0,105.0,2001.0,309.0,70.0,6116.0,2014-02-22,Sat
2014-02-23,1674.0,94.0,408.0,92.0,28.0,2296.0,2014-02-23,Sun
2014-02-24,511.0,35.0,116.0,-0.0,-0.0,662.0,2014-02-24,Mon
2014-02-25,498.0,16.0,173.0,34.0,7.0,728.0,2014-02-25,Tue
2014-02-26,1402.0,82.0,626.0,63.0,29.0,2202.0,2014-02-26,Wed
2014-02-27,1224.0,21.0,753.0,43.0,7.0,2048.0,2014-02-27,Thu
2014-02-28,3281.0,158.0,1587.0,258.0,28.0,5312.0,2014-02-28,Fri
2014-03-01,4008.0,210.0,1337.0,243.0,271.0,6069.0,2014-03-01,Sat
2014-03-02,1067.0,50.0,300.0,41.0,15.0,1473.0,2014-03-02,Sun
2014-03-03,957.0,30.0,636.0,174.0,15.0,1812.0,2014-03-03,Mon
2014-03-04,1039.0,61.0,618.0,70.0,15.0,1803.0,2014-03-04,Tue
2014-03-05,1009.0,35.0,500.0,65.0,7.0,1616.0,2014-03-05,Wed
2014-03-06,1228.0,61.0,574.0,31.0,35.0,1929.0,2014-03-06,Thu
2014-03-07,4550.0,319.0,2450.0,506.0,36.0,7861.0,2014-03-07,Fri
2014-03-08,2751.0,130.0,1107.0,371.0,28.0,4387.0,2014-03-08,Sat
2014-03-09,1825.0,53.0,739.0,74.0,29.0,2720.0,2014-03-09,Sun
2014-03-10,1712.0,98.0,713.0,445.0,62.0,3030.0,2014-03-10,Mon
2014-03-11,773.0,29.0,374.0,30.0,29.0,1235.0,2014-03-11,Tue
2014-03-12,960.0,33.0,400.0,49.0,-0.0,1442.0,2014-03-12,Wed
2014-03-13,1947.0,111.0,1784.0,113.0,115.0,4070.0,2014-03-13,Thu
2014-03-14,3038.0,183.0,1681.0,125.0,21.0,5048.0,2014-03-14,Fri
2014-03-15,3929.0,203.0,1954.0,455.0,97.0,6638.0,2014-03-15,Sat
2014-03-16,995.0,47.0,409.0,39.0,15.0,1505.0,2014-03-16,Sun
2014-03-17,787.0,34.0,164.0,50.0,51.0,1086.0,2014-03-17,Mon
2014-03-18,1794.0,67.0,794.0,156.0,22.0,2833.0,2014-03-18,Tue
2014-03-19,1198.0,53.0,692.0,49.0,44.0,2036.0,2014-03-19,Wed
2014-03-20,1197.0,57.0,905.0,311.0,21.0,2491.0,2014-03-20,Thu
2014-03-21,2827.0,157.0,1360.0,106.0,57.0,4507.0,2014-03-21,Fri
2014-03-22,3271.0,179.0,1456.0,302.0,44.0,5252.0,2014-03-22,Sat
2014-03-23,1055.0,78.0,124.0,52.0,42.0,1351.0,2014-03-23,Sun
2014-03-24,1274.0,116.0,613.0,139.0,21.0,2163.0,2014-03-24,Mon
2014-03-25,1276.0,79.0,522.0,84.0,29.0,1990.0,2014-03-25,Tue
2014-03-26,1965.0,136.0,1284.0,234.0,7.0,3626.0,2014-03-26,Wed
2014-03-27,2114.0,105.0,916.0,184.0,29.0,3348.0,2014-03-27,Thu
2014-03-28,3021.0,90.0,1837.0,512.0,64.0,5524.0,2014-03-28,Fri
2014-03-29,4331.0,237.0,2294.0,385.0,112.0,7359.0,2014-03-29,Sat
2014-03-30,1437.0,100.0,468.0,69.0,-0.0,2074.0,2014-03-30,Sun
2014-03-31,1189.0,61.0,592.0,65.0,36.0,1943.0,2014-03-31,Mon
2014-04-02,2168.0,120.0,1220.0,182.0,82.0,3772.0,2014-04-02,Wed
2014-04-03,1992.0,79.0,932.0,52.0,21.0,3076.0,2014-04-03,Thu
2014-04-04,5092.0,188.0,1974.0,328.0,95.0,7677.0,2014-04-04,Fri
2014-04-05,3234.0,164.0,1523.0,130.0,101.0,5152.0,2014-04-05,Sat
2014-04-06,1997.0,89.0,682.0,98.0,80.0,2946.0,2014-04-06,Sun
2014-04-07,1064.0,43.0,544.0,65.0,34.0,1750.0,2014-04-07,Mon
2014-04-08,1253.0,52.0,1056.0,113.0,33.0,2507.0,2014-04-08,Tue
2014-04-09,674.0,44.0,470.0,57.0,-0.0,1245.0,2014-04-09,Wed
2014-04-10,1727.0,104.0,480.0,111.0,56.0,2478.0,2014-04-10,Thu
2014-04-11,3892.0,171.0,1782.0,392.0,107.0,6344.0,2014-04-11,Fri
2014-04-12,4614.0,170.0,2034.0,426.0,49.0,7293.0,2014-04-12,Sat
2014-04-13,2687.0,128.0,1246.0,238.0,100.0,4399.0,2014-04-13,Sun
2014-04-14,813.0,42.0,582.0,60.0,7.0,1504.0,2014-04-14,Mon
2014-04-15,1311.0,69.0,808.0,117.0,59.0,2364.0,2014-04-15,Tue
2014-04-16,1545.0,45.0,738.0,72.0,51.0,2451.0,2014-04-16,Wed
2014-04-17,3473.0,169.0,1472.0,337.0,133.0,5584.0,2014-04-17,Thu
2014-04-18,2294.0,121.0,804.0,232.0,36.0,3487.0,2014-04-18,Fri
2014-04-19,3039.0,211.0,1283.0,231.0,84.0,4848.0,2014-04-19,Sat
2014-04-20,1184.0,79.0,643.0,81.0,22.0,2009.0,2014-04-20,Sun
2014-04-22,1166.0,42.0,416.0,39.0,65.0,1728.0,2014-04-22,Tue
2014-04-23,3357.0,116.0,1600.0,115.0,56.0,5244.0,2014-04-23,Wed
2014-04-24,2098.0,84.0,1124.0,163.0,7.0,3476.0,2014-04-24,Thu
2014-04-25,3985.0,188.0,2015.0,187.0,86.0,6461.0,2014-04-25,Fri
2014-04-26,4728.0,242.0,1790.0,445.0,133.0,7338.0,2014-04-26,Sat
2014-04-27,1367.0,67.0,437.0,93.0,33.0,1997.0,2014-04-27,Sun
2014-04-28,1857.0,101.0,1069.0,84.0,58.0,3169.0,2014-04-28,Mon
2014-04-29,1081.0,65.0,628.0,58.0,64.0,1896.0,2014-04-29,Tue
2014-04-30,1029.0,55.0,507.0,26.0,41.0,1658.0,2014-04-30,Wed
2014-05-01,2091.0,161.0,971.0,120.0,106.0,3449.0,2014-05-01,Thu
2014-05-02,2612.0,136.0,1394.0,46.0,115.0,4303.0,2014-05-02,Fri
2014-05-03,4596.0,269.0,1906.0,262.0,158.0,7191.0,2014-05-03,Sat
2014-05-04,1923.0,100.0,735.0,133.0,36.0,2927.0,2014-05-04,Sun
2014-05-05,1508.0,94.0,536.0,94.0,27.0,2259.0,2014-05-05,Mon
2014-05-06,795.0,45.0,369.0,26.0,42.0,1277.0,2014-05-06,Tue
2014-05-07,1832.0,107.0,748.0,63.0,25.0,2775.0,2014-05-07,Wed
2014-05-08,2387.0,99.0,1291.0,127.0,87.0,3991.0,2014-05-08,Thu
2014-05-09,4859.0,186.0,2364.0,873.0,154.0,8436.0,2014-05-09,Fri
2014-05-10,4513.0,365.0,1723.0,321.0,80.0,7002.0,2014-05-10,Sat
2014-05-11,6646.0,460.0,1668.0,655.0,170.0,9599.0,2014-05-11,Sun
2014-05-12,1923.0,81.0,1072.0,181.0,78.0,3335.0,2014-05-12,Mon
2014-05-13,2341.0,77.0,1611.0,263.0,80.0,4372.0,2014-05-13,Tue
2014-05-14,1464.0,79.0,712.0,158.0,21.0,2434.0,2014-05-14,Wed
2014-05-15,2812.0,150.0,1127.0,242.0,15.0,4346.0,2014-05-15,Thu
2014-05-16,3350.0,135.0,1675.0,234.0,142.0,5536.0,2014-05-16,Fri
2014-05-18,7333.0,409.0,2858.0,666.0,125.0,11391.0,2014-05-18,Sun
2014-05-20,1381.0,58.0,948.0,26.0,42.0,2455.0,2014-05-20,Tue
2014-05-21,1490.0,68.0,670.0,100.0,29.0,2357.0,2014-05-21,Wed
2014-05-22,3189.0,138.0,1995.0,182.0,177.0,5681.0,2014-05-22,Thu
2014-05-23,5437.0,188.0,2656.0,466.0,92.0,8839.0,2014-05-23,Fri
2014-05-24,5519.0,223.0,2343.0,679.0,156.0,8920.0,2014-05-24,Sat
2014-05-25,1555.0,112.0,779.0,65.0,7.0,2518.0,2014-05-25,Sun
2014-05-26,1773.0,39.0,988.0,164.0,96.0,3060.0,2014-05-26,Mon
2014-05-27,1198.0,66.0,594.0,199.0,92.0,2149.0,2014-05-27,Tue
2014-05-28,2531.0,132.0,1512.0,195.0,90.0,4460.0,2014-05-28,Wed
2014-05-29,3355.0,125.0,1858.0,191.0,85.0,5614.0,2014-05-29,Thu
2014-05-30,3956.0,149.0,2170.0,334.0,142.0,6751.0,2014-05-30,Fri
2014-05-31,4655.0,223.0,2286.0,521.0,63.0,7748.0,2014-05-31,Sat
2014-06-01,2389.0,119.0,926.0,316.0,36.0,3786.0,2014-06-01,Sun
2014-06-02,2287.0,70.0,1054.0,207.0,65.0,3683.0,2014-06-02,Mon
2014-06-03,2010.0,114.0,1100.0,202.0,63.0,3489.0,2014-06-03,Tue
2014-06-04,2860.0,141.0,1502.0,222.0,35.0,4760.0,2014-06-04,Wed
2014-06-05,2676.0,133.0,1337.0,146.0,124.0,4416.0,2014-06-05,Thu
2014-06-06,4622.0,163.0,2247.0,520.0,156.0,7708.0,2014-06-06,Fri
2014-06-07,5143.0,330.0,2082.0,435.0,161.0,8151.0,2014-06-07,Sat
2014-06-08,1884.0,86.0,599.0,33.0,33.0,2635.0,2014-06-08,Sun
2014-06-09,3359.0,208.0,1648.0,416.0,80.0,5711.0,2014-06-09,Mon
2014-06-10,2467.0,121.0,1447.0,83.0,169.0,4287.0,2014-06-10,Tue
2014-06-11,2072.0,74.0,1497.0,94.0,92.0,3829.0,2014-06-11,Wed
2014-06-12,3107.0,154.0,1899.0,343.0,256.0,5759.0,2014-06-12,Thu
2014-06-13,4159.0,219.0,1913.0,423.0,130.0,6844.0,2014-06-13,Fri
2014-06-14,4804.0,297.0,2308.0,451.0,63.0,7923.0,2014-06-14,Sat
2014-06-15,3465.0,200.0,1119.0,348.0,71.0,5203.0,2014-06-15,Sun
2014-06-16,1771.0,140.0,812.0,127.0,107.0,2957.0,2014-06-16,Mon
2014-06-17,1361.0,101.0,658.0,259.0,58.0,2437.0,2014-06-17,Tue
2014-06-18,2203.0,89.0,2385.0,90.0,91.0,4858.0,2014-06-18,Wed
2014-06-19,2519.0,251.0,1211.0,286.0,80.0,4347.0,2014-06-19,Thu
2014-06-20,4868.0,294.0,1279.0,485.0,78.0,7004.0,2014-06-20,Fri
2014-06-21,4598.0,295.0,1794.0,379.0,76.0,7142.0,2014-06-21,Sat
2014-06-22,2619.0,151.0,761.0,203.0,69.0,3803.0,2014-06-22,Sun
2014-06-23,1307.0,57.0,574.0,63.0,73.0,2074.0,2014-06-23,Mon
2014-06-24,2169.0,107.0,932.0,145.0,145.0,3498.0,2014-06-24,Tue
2014-06-25,1851.0,64.0,1506.0,33.0,86.0,3540.0,2014-06-25,Wed
2014-06-26,2812.0,186.0,1039.0,411.0,151.0,4599.0,2014-06-26,Thu
2014-06-27,4186.0,194.0,2136.0,578.0,190.0,7284.0,2014-06-27,Fri
2014-06-28,2244.0,128.0,431.0,362.0,75.0,3240.0,2014-06-28,Sat
2014-06-29,2018.0,107.0,708.0,192.0,99.0,3124.0,2014-06-29,Sun
2014-06-30,2609.0,59.0,683.0,266.0,184.0,3801.0,2014-06-30,Mon
2014-07-02,3251.0,182.0,1350.0,199.0,159.0,5141.0,2014-07-02,Wed
2014-07-03,3203.0,128.0,1911.0,306.0,141.0,5689.0,2014-07-03,Thu
2014-07-04,3306.0,173.0,1545.0,285.0,132.0,5441.0,2014-07-04,Fri
2014-07-05,3631.0,131.0,1249.0,608.0,112.0,5731.0,2014-07-05,Sat
2014-07-06,2013.0,126.0,914.0,232.0,57.0,3342.0,2014-07-06,Sun
2014-07-07,2121.0,95.0,1050.0,228.0,86.0,3580.0,2014-07-07,Mon
2014-07-08,2745.0,95.0,1383.0,151.0,117.0,4491.0,2014-07-08,Tue
2014-07-09,2565.0,129.0,1200.0,307.0,195.0,4396.0,2014-07-09,Wed
